killi_prot	gene_id	ensembl_gene_id	Human_Gene_Symbol
KAF7209212.1	G4P62_014063	ENSG00000131504	DIAPH1
KAF7209213.1	G4P62_014064	ENSG00000054803	CBLN4
KAF7209214.1	G4P62_014065	ENSG00000185818	NAT8L
KAF7209215.1	G4P62_014066	ENSG00000101132	PFDN4
KAF7209223.1	G4P62_014068	ENSG00000171940	ZNF217
KAF7209224.1	G4P62_014068	ENSG00000171940	ZNF217
KAF7209225.1	G4P62_014068	ENSG00000171940	ZNF217
KAF7209226.1	G4P62_014068	ENSG00000171940	ZNF217
KAF7209227.1	G4P62_014069	ENSG00000182463	TSHZ2
KAF7209228.1	G4P62_014072	ENSG00000020256	ZFP64
KAF7209229.1	G4P62_014073	ENSG00000101115	SALL4
KAF7209230.1	G4P62_014073	ENSG00000101115	SALL4
KAF7209231.1	G4P62_014074	ENSG00000054793	ATP9A
KAF7209232.1	G4P62_014075	ENSG00000101096	NFATC2
KAF7209233.1	G4P62_014075	ENSG00000101096	NFATC2
KAF7209234.1	G4P62_014075	ENSG00000101096	NFATC2
KAF7209235.1	G4P62_014076	ENSG00000026559	KCNG1
KAF7209236.1	G4P62_014077	ENSG00000197122	SRC
KAF7209237.1	G4P62_014077	ENSG00000197122	SRC
KAF7209238.1	G4P62_014078	ENSG00000243156	MICAL3
KAF7209239.1	G4P62_014079	ENSG00000008118	CAMK1G
KAF7209240.1	G4P62_014080	ENSG00000137413	TAF8
KAF7209241.1	G4P62_014081	ENSG00000071553	ATP6AP1
KAF7209242.1	G4P62_014082	ENSG00000203879	GDI1
KAF7209243.1	G4P62_014083	ENSG00000158571	PFKFB1
KAF7209244.1	G4P62_014083	ENSG00000158571	PFKFB1
KAF7209245.1	G4P62_014083	ENSG00000158571	PFKFB1
KAF7209246.1	G4P62_014084	ENSG00000175756	AURKAIP1
KAF7209247.1	G4P62_014085	ENSG00000162576	MXRA8
KAF7209248.1	G4P62_014086	ENSG00000107404	DVL1
KAF7209249.1	G4P62_014087	ENSG00000049249	TNFRSF9
KAF7209250.1	G4P62_014088	ENSG00000152492	CCDC50
KAF7209251.1	G4P62_014088	ENSG00000152492	CCDC50
KAF7209252.1	G4P62_014088	ENSG00000152492	CCDC50
KAF7209253.1	G4P62_014088	ENSG00000152492	CCDC50
KAF7209254.1	G4P62_014088	ENSG00000152492	CCDC50
KAF7209255.1	G4P62_014088	ENSG00000152492	CCDC50
KAF7209256.1	G4P62_014089	ENSG00000171735	CAMTA1
KAF7209257.1	G4P62_014089	ENSG00000171735	CAMTA1
KAF7209258.1	G4P62_014089	ENSG00000171735	CAMTA1
KAF7209259.1	G4P62_014089	ENSG00000171735	CAMTA1
KAF7209260.1	G4P62_014089	ENSG00000171735	CAMTA1
KAF7209261.1	G4P62_014089	ENSG00000171735	CAMTA1
KAF7209262.1	G4P62_014089	ENSG00000171735	CAMTA1
KAF7209263.1	G4P62_014090	ENSG00000007923	DNAJC11
KAF7209264.1	G4P62_014091	ENSG00000116663	FBXO6
KAF7209265.1	G4P62_014091	ENSG00000116663	FBXO6
KAF7209266.1	G4P62_014091	ENSG00000116663	FBXO6
KAF7209267.1	G4P62_014092	ENSG00000070831	CDC42
KAF7209268.1	G4P62_014092	ENSG00000070831	CDC42
KAF7209269.1	G4P62_014093	ENSG00000174514	MFSD4A
KAF7209270.1	G4P62_014094	ENSG00000120802	TMPO
KAF7209271.1	G4P62_014094	ENSG00000120802	TMPO
KAF7209272.1	G4P62_014094	ENSG00000120802	TMPO
KAF7209273.1	G4P62_014094	ENSG00000120802	TMPO
KAF7209274.1	G4P62_014094	ENSG00000186007	LEMD1
KAF7209275.1	G4P62_014094	ENSG00000186007	LEMD1
KAF7209276.1	G4P62_014095	ENSG00000162877	PM20D1
KAF7209277.1	G4P62_014096	ENSG00000134216	CHIA
KAF7209278.1	G4P62_014096	ENSG00000134216	CHIA
KAF7209279.1	G4P62_014096	ENSG00000134216	CHIA
KAF7209280.1	G4P62_014097	ENSG00000134216	CHIA
KAF7209281.1	G4P62_014097	ENSG00000134216	CHIA
KAF7209282.1	G4P62_014098	ENSG00000134216	CHIA
KAF7209283.1	G4P62_014099	ENSG00000163531	NFASC
KAF7209284.1	G4P62_014099	ENSG00000163531	NFASC
KAF7209285.1	G4P62_014099	ENSG00000163531	NFASC
KAF7209286.1	G4P62_014099	ENSG00000163531	NFASC
KAF7209287.1	G4P62_014099	ENSG00000163531	NFASC
KAF7209288.1	G4P62_014099	ENSG00000163531	NFASC
KAF7209289.1	G4P62_014100	ENSG00000163412	EIF4E3
KAF7209290.1	G4P62_014100	ENSG00000163412	EIF4E3
KAF7209291.1	G4P62_014101	ENSG00000163605	PPP4R2
KAF7209292.1	G4P62_014101	ENSG00000163605	PPP4R2
KAF7209293.1	G4P62_014102	ENSG00000112599	GUCA1B
KAF7209294.1	G4P62_014103	ENSG00000125898	FAM110A
KAF7209295.1	G4P62_014104	ENSG00000163637	PRICKLE2
KAF7209296.1	G4P62_014105	ENSG00000102007	PLP2
KAF7209297.1	G4P62_014106	ENSG00000102003	SYP
KAF7209298.1	G4P62_014107	ENSG00000102001	CACNA1F
KAF7209299.1	G4P62_014108	ENSG00000126768	TIMM17B
KAF7209300.1	G4P62_014109	ENSG00000102103	PQBP1
KAF7209301.1	G4P62_014110	ENSG00000068394	GPKOW
KAF7209302.1	G4P62_014111	ENSG00000081026	MAGI3
KAF7209303.1	G4P62_014111	ENSG00000081026	MAGI3
KAF7209304.1	G4P62_014111	ENSG00000081026	MAGI3
KAF7209305.1	G4P62_014112	ENSG00000124313	IQSEC2
KAF7209306.1	G4P62_014112	ENSG00000124313	IQSEC2
KAF7209307.1	G4P62_014112	ENSG00000124313	IQSEC2
KAF7209308.1	G4P62_014112	ENSG00000124313	IQSEC2
KAF7209309.1	G4P62_014113	ENSG00000126012	KDM5C
KAF7209310.1	G4P62_014113	ENSG00000126012	KDM5C
KAF7209311.1	G4P62_014113	ENSG00000126012	KDM5C
KAF7209312.1	G4P62_014113	ENSG00000126012	KDM5C
KAF7209313.1	G4P62_014114	ENSG00000067840	PDZD4
KAF7209314.1	G4P62_014115	ENSG00000281306	ZNF35
KAF7209315.1	G4P62_014116	ENSG00000102312	PORCN
KAF7209316.1	G4P62_014116	ENSG00000102312	PORCN
KAF7209317.1	G4P62_014117	ENSG00000101940	WDR13
KAF7209318.1	G4P62_014118	ENSG00000184194	GPR173
KAF7209319.1	G4P62_014119	ENSG00000154415	PPP1R3A
KAF7209320.1	G4P62_014119	ENSG00000154415	PPP1R3A
KAF7209321.1	G4P62_014119	ENSG00000154415	PPP1R3A
KAF7209323.1	G4P62_014121	ENSG00000189241	TSPYL1
KAF7209324.1	G4P62_014122	ENSG00000001617	SEMA3F
KAF7209325.1	G4P62_014122	ENSG00000001617	SEMA3F
KAF7209326.1	G4P62_014123	ENSG00000015285	WAS
KAF7209327.1	G4P62_014123	ENSG00000015285	WAS
KAF7209328.1	G4P62_014124	ENSG00000188338	SLC38A3
KAF7209329.1	G4P62_014124	ENSG00000188338	SLC38A3
KAF7209330.1	G4P62_014124	ENSG00000188338	SLC38A3
KAF7209331.1	G4P62_014124	ENSG00000188338	SLC38A3
KAF7209332.1	G4P62_014124	ENSG00000188338	SLC38A3
KAF7209333.1	G4P62_014124	ENSG00000188338	SLC38A3
KAF7209334.1	G4P62_014125	ENSG00000169188	APEX2
KAF7209335.1	G4P62_014126	ENSG00000185963	BICD2
KAF7209336.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209337.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209338.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209339.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209340.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209341.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209342.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209343.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209344.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209345.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209346.1	G4P62_014128	ENSG00000101150	TPD52L2
KAF7209347.1	G4P62_014129	ENSG00000101945	SUV39H1
KAF7209348.1	G4P62_014129	ENSG00000101945	SUV39H1
KAF7209349.1	G4P62_014130	ENSG00000101367	MAPRE1
KAF7209350.1	G4P62_014130	ENSG00000101367	MAPRE1
KAF7209351.1	G4P62_014131	ENSG00000282130	NSMCE3
KAF7209352.1	G4P62_014131	ENSG00000282130	NSMCE3
KAF7209353.1	G4P62_014131	ENSG00000282130	NSMCE3
KAF7209354.1	G4P62_014132	ENSG00000102125	TAZ
KAF7209355.1	G4P62_014132	ENSG00000102125	TAZ
KAF7209356.1	G4P62_014132	ENSG00000102125	TAZ
KAF7209357.1	G4P62_014132	ENSG00000102125	TAZ
KAF7209358.1	G4P62_014133	ENSG00000071553	ATP6AP1
KAF7209359.1	G4P62_014134	ENSG00000131069	ACSS2
KAF7209360.1	G4P62_014134	ENSG00000131069	ACSS2
KAF7209361.1	G4P62_014134	ENSG00000131069	ACSS2
KAF7209362.1	G4P62_014134	ENSG00000131069	ACSS2
KAF7209363.1	G4P62_014134	ENSG00000131069	ACSS2
KAF7209364.1	G4P62_014134	ENSG00000131069	ACSS2
KAF7209365.1	G4P62_014135	ENSG00000158796	DEDD
KAF7209366.1	G4P62_014136	ENSG00000276876	MYT1
KAF7209367.1	G4P62_014136	ENSG00000276876	MYT1
KAF7209368.1	G4P62_014136	ENSG00000276876	MYT1
KAF7209369.1	G4P62_014136	ENSG00000276876	MYT1
KAF7209370.1	G4P62_014137	ENSG00000102312	PORCN
KAF7209371.1	G4P62_014138	ENSG00000138100	TRIM54
KAF7209372.1	G4P62_014139	ENSG00000101152	DNAJC5
KAF7209373.1	G4P62_014139	ENSG00000101152	DNAJC5
KAF7209374.1	G4P62_014140	ENSG00000130706	ADRM1
KAF7209375.1	G4P62_014140	ENSG00000130706	ADRM1
KAF7209376.1	G4P62_014142	ENSG00000171858	RPS21
KAF7209377.1	G4P62_014143	ENSG00000008405	CRY1
KAF7209378.1	G4P62_014143	ENSG00000008405	CRY1
KAF7209379.1	G4P62_014146	ENSG00000125510	OPRL1
KAF7209380.1	G4P62_014147	ENSG00000288611	NPBWR1
KAF7209381.1	G4P62_014148	ENSG00000174529	TMEM81
KAF7209382.1	G4P62_014148	ENSG00000174529	TMEM81
KAF7209383.1	G4P62_014150	ENSG00000125508	SRMS
KAF7209384.1	G4P62_014151	ENSG00000197183	NOL4L
KAF7209385.1	G4P62_014152	ENSG00000149600	COMMD7
KAF7209386.1	G4P62_014153	ENSG00000114854	TNNC1
KAF7209387.1	G4P62_014153	ENSG00000114854	TNNC1
KAF7209388.1	G4P62_014154	ENSG00000116688	MFN2
KAF7209389.1	G4P62_014155	ENSG00000126003	PLAGL2
KAF7209390.1	G4P62_014156	ENSG00000171456	ASXL1
KAF7209391.1	G4P62_014157	ENSG00000088305	DNMT3B
KAF7209392.1	G4P62_014158	ENSG00000196581	AJAP1
KAF7209393.1	G4P62_014159	ENSG00000131697	NPHP4
KAF7209394.1	G4P62_014159	ENSG00000131697	NPHP4
KAF7209395.1	G4P62_014159	ENSG00000131697	NPHP4
KAF7209396.1	G4P62_014159	ENSG00000131697	NPHP4
KAF7209397.1	G4P62_014160	ENSG00000169598	DFFB
KAF7209398.1	G4P62_014161	ENSG00000198912	C1orf174
KAF7209399.1	G4P62_014161	ENSG00000198912	C1orf174
KAF7209400.1	G4P62_014162	ENSG00000156966	B3GNT7
KAF7209401.1	G4P62_014163	ENSG00000116198	CEP104
KAF7209402.1	G4P62_014163	ENSG00000116198	CEP104
KAF7209403.1	G4P62_014163	ENSG00000116198	CEP104
KAF7209404.1	G4P62_014164	ENSG00000130764	LRRC47
KAF7209405.1	G4P62_014165	ENSG00000132906	CASP9
KAF7209406.1	G4P62_014166	ENSG00000116138	DNAJC16
KAF7209407.1	G4P62_014167	ENSG00000149639	SOGA1
KAF7209408.1	G4P62_014167	ENSG00000149639	SOGA1
KAF7209409.1	G4P62_014167	ENSG00000149639	SOGA1
KAF7209410.1	G4P62_014168	ENSG00000130703	OSBPL2
KAF7209411.1	G4P62_014168	ENSG00000130703	OSBPL2
KAF7209412.1	G4P62_014168	ENSG00000130703	OSBPL2
KAF7209413.1	G4P62_014168	ENSG00000130703	OSBPL2
KAF7209414.1	G4P62_014169	ENSG00000176946	THAP4
KAF7209415.1	G4P62_014170	ENSG00000164061	BSN
KAF7209416.1	G4P62_014170	ENSG00000164061	BSN
KAF7209417.1	G4P62_014171	ENSG00000164080	RAD54L2
KAF7209418.1	G4P62_014172	ENSG00000126062	TMEM115
KAF7209419.1	G4P62_014173	ENSG00000067560	RHOA
KAF7209420.1	G4P62_014174	ENSG00000075213	SEMA3A
KAF7209421.1	G4P62_014175	ENSG00000196544	BORCS6
KAF7209422.1	G4P62_014176	ENSG00000068001	HYAL2
KAF7209423.1	G4P62_014177	ENSG00000154767	XPC
KAF7209424.1	G4P62_014178	ENSG00000177479	ARIH2
KAF7209425.1	G4P62_014179	ENSG00000178035	IMPDH2
KAF7209426.1	G4P62_014179	ENSG00000178035	IMPDH2
KAF7209427.1	G4P62_014180	ENSG00000178149	DALRD3
KAF7209428.1	G4P62_014181	ENSG00000008300	CELSR3
KAF7209429.1	G4P62_014181	ENSG00000008300	CELSR3
KAF7209430.1	G4P62_014182	ENSG00000214717	ZBED1
KAF7209432.1	G4P62_014183	ENSG00000178252	WDR6
KAF7209434.1	G4P62_014185	ENSG00000225697	SLC26A6
KAF7209435.1	G4P62_014186	ENSG00000074416	MGLL
KAF7209436.1	G4P62_014186	ENSG00000074416	MGLL
KAF7209437.1	G4P62_014187	ENSG00000114302	PRKAR2A
KAF7209438.1	G4P62_014188	ENSG00000186792	HYAL3
KAF7209439.1	G4P62_014188	ENSG00000186792	HYAL3
KAF7209440.1	G4P62_014188	ENSG00000186792	HYAL3
KAF7209441.1	G4P62_014189	ENSG00000243477	NAA80
KAF7209443.1	G4P62_014191	ENSG00000145020	AMT
KAF7209444.1	G4P62_014192	ENSG00000006652	IFRD1
KAF7209445.1	G4P62_014192	ENSG00000006652	IFRD1
KAF7209446.1	G4P62_014193	ENSG00000164062	APEH
KAF7209447.1	G4P62_014194	ENSG00000012171	SEMA3B
KAF7209448.1	G4P62_014194	ENSG00000012171	SEMA3B
KAF7209449.1	G4P62_014194	ENSG00000012171	SEMA3B
KAF7209450.1	G4P62_014195	ENSG00000010319	SEMA3G
KAF7209451.1	G4P62_014196	ENSG00000167984	NLRC3
KAF7209452.1	G4P62_014197	ENSG00000056736	IL17RB
KAF7209453.1	G4P62_014198	ENSG00000016391	CHDH
KAF7209454.1	G4P62_014199	ENSG00000157388	CACNA1D
KAF7209455.1	G4P62_014200	ENSG00000272886	DCP1A
KAF7209456.1	G4P62_014200	ENSG00000272886	DCP1A
KAF7209457.1	G4P62_014201	ENSG00000163931	TKT
KAF7209458.1	G4P62_014202	ENSG00000198074	AKR1B10
KAF7209459.1	G4P62_014202	ENSG00000198074	AKR1B10
KAF7209460.1	G4P62_014202	ENSG00000198074	AKR1B10
KAF7209461.1	G4P62_014202	ENSG00000198074	AKR1B10
KAF7209462.1	G4P62_014202	ENSG00000198074	AKR1B10
KAF7209463.1	G4P62_014203	ENSG00000130305	NSUN5
KAF7209464.1	G4P62_014204	ENSG00000118513	MYB
KAF7209465.1	G4P62_014204	ENSG00000118513	MYB
KAF7209466.1	G4P62_014204	ENSG00000118513	MYB
KAF7209467.1	G4P62_014204	ENSG00000118513	MYB
KAF7209468.1	G4P62_014205	ENSG00000101049	SGK2
KAF7209469.1	G4P62_014206	ENSG00000185513	L3MBTL1
KAF7209470.1	G4P62_014206	ENSG00000185513	L3MBTL1
KAF7209471.1	G4P62_014206	ENSG00000185513	L3MBTL1
KAF7209472.1	G4P62_014207	ENSG00000124193	SRSF6
KAF7209473.1	G4P62_014207	ENSG00000124193	SRSF6
KAF7209474.1	G4P62_014208	ENSG00000125977	EIF2S2
KAF7209475.1	G4P62_014209	ENSG00000101421	CHMP4B
KAF7209476.1	G4P62_014210	ENSG00000124164	VAPB
KAF7209477.1	G4P62_014210	ENSG00000124164	VAPB
KAF7209478.1	G4P62_014211	ENSG00000087460	GNAS
KAF7209479.1	G4P62_014212	ENSG00000154864	PIEZO2
KAF7209480.1	G4P62_014213	ENSG00000124172	ATP5F1E
KAF7209481.1	G4P62_014214	ENSG00000101166	PRELID3B
KAF7209482.1	G4P62_014215	ENSG00000129988	LBP
KAF7209483.1	G4P62_014216	ENSG00000101438	SLC32A1
KAF7209484.1	G4P62_014217	ENSG00000101442	ACTR5
KAF7209485.1	G4P62_014218	ENSG00000189043	NDUFA4
KAF7209486.1	G4P62_014222	ENSG00000182379	NXPH4
KAF7209487.1	G4P62_014223	ENSG00000185482	STAC3
KAF7209488.1	G4P62_014224	ENSG00000204406	MBD5
KAF7209489.1	G4P62_014224	ENSG00000204406	MBD5
KAF7209490.1	G4P62_014224	ENSG00000204406	MBD5
KAF7209491.1	G4P62_014224	ENSG00000204406	MBD5
KAF7209492.1	G4P62_014225	ENSG00000155980	KIF5A
KAF7209493.1	G4P62_014226	ENSG00000153404	PLEKHG4B
KAF7209494.1	G4P62_014226	ENSG00000153404	PLEKHG4B
KAF7209495.1	G4P62_014226	ENSG00000153404	PLEKHG4B
KAF7209497.1	G4P62_014228	ENSG00000161594	KLHL10
KAF7209498.1	G4P62_014228	ENSG00000161594	KLHL10
KAF7209499.1	G4P62_014229	ENSG00000101413	RPRD1B
KAF7209500.1	G4P62_014230	ENSG00000173662	TAS1R1
KAF7209501.1	G4P62_014231	ENSG00000273529	HES5
KAF7209502.1	G4P62_014232	ENSG00000273529	HES5
KAF7209503.1	G4P62_014233	ENSG00000127481	UBR4
KAF7209504.1	G4P62_014233	ENSG00000127481	UBR4
KAF7209505.1	G4P62_014233	ENSG00000127481	UBR4
KAF7209506.1	G4P62_014234	ENSG00000127463	EMC1
KAF7209507.1	G4P62_014234	ENSG00000127463	EMC1
KAF7209508.1	G4P62_014235	ENSG00000116285	ERRFI1
KAF7209509.1	G4P62_014235	ENSG00000116285	ERRFI1
KAF7209511.1	G4P62_014237	ENSG00000171960	PPIH
KAF7209512.1	G4P62_014238	ENSG00000173890	GPR160
KAF7209513.1	G4P62_014239	ENSG00000065978	YBX1
KAF7209514.1	G4P62_014239	ENSG00000065978	YBX1
KAF7209515.1	G4P62_014240	ENSG00000130762	ARHGEF16
KAF7209516.1	G4P62_014241	ENSG00000187017	ESPN
KAF7209517.1	G4P62_014241	ENSG00000187017	ESPN
KAF7209518.1	G4P62_014241	ENSG00000187017	ESPN
KAF7209519.1	G4P62_014242	ENSG00000187017	ESPN
KAF7209520.1	G4P62_014243	ENSG00000069812	HES2
KAF7209521.1	G4P62_014244	ENSG00000069812	HES2
KAF7209522.1	G4P62_014244	ENSG00000069812	HES2
KAF7209523.1	G4P62_014245	ENSG00000097021	ACOT7
KAF7209524.1	G4P62_014246	ENSG00000158292	GPR153
KAF7209525.1	G4P62_014247	ENSG00000173673	HES3
KAF7209526.1	G4P62_014248	ENSG00000173662	TAS1R1
KAF7209527.1	G4P62_014249	ENSG00000179002	TAS1R2
KAF7209528.1	G4P62_014250	ENSG00000173662	TAS1R1
KAF7209529.1	G4P62_014251	ENSG00000173662	TAS1R1
KAF7209530.1	G4P62_014252	ENSG00000157916	RER1
KAF7209531.1	G4P62_014252	ENSG00000157916	RER1
KAF7209532.1	G4P62_014253	ENSG00000078900	TP73
KAF7209533.1	G4P62_014254	ENSG00000116213	WRAP73
KAF7209534.1	G4P62_014254	ENSG00000116213	WRAP73
KAF7209535.1	G4P62_014255	ENSG00000158109	TPRG1L
KAF7209536.1	G4P62_014256	ENSG00000144810	COL8A1
KAF7209537.1	G4P62_014256	ENSG00000186897	C1QL4
KAF7209538.1	G4P62_014256	ENSG00000144810	COL8A1
KAF7209539.1	G4P62_014256	ENSG00000144810	COL8A1
KAF7209540.1	G4P62_014256	ENSG00000144810	COL8A1
KAF7209541.1	G4P62_014256	ENSG00000144810	COL8A1
KAF7209542.1	G4P62_014256	ENSG00000144810	COL8A1
KAF7209543.1	G4P62_014256	ENSG00000144810	COL8A1
KAF7209544.1	G4P62_014256	ENSG00000144810	COL8A1
KAF7209545.1	G4P62_014257	ENSG00000142611	PRDM16
KAF7209546.1	G4P62_014257	ENSG00000142611	PRDM16
KAF7209547.1	G4P62_014257	ENSG00000142611	PRDM16
KAF7209548.1	G4P62_014257	ENSG00000142611	PRDM16
KAF7209549.1	G4P62_014257	ENSG00000142611	PRDM16
KAF7209550.1	G4P62_014257	ENSG00000142611	PRDM16
KAF7209551.1	G4P62_014257	ENSG00000142611	PRDM16
KAF7209552.1	G4P62_014257	ENSG00000142611	PRDM16
KAF7209553.1	G4P62_014258	ENSG00000142615	CELA2A
KAF7209554.1	G4P62_014259	ENSG00000162438	CTRC
KAF7209555.1	G4P62_014260	ENSG00000171729	TMEM51
KAF7209556.1	G4P62_014260	ENSG00000171729	TMEM51
KAF7209557.1	G4P62_014261	ENSG00000189337	KAZN
KAF7209558.1	G4P62_014262	ENSG00000189337	KAZN
KAF7209559.1	G4P62_014262	ENSG00000189337	KAZN
KAF7209560.1	G4P62_014263	ENSG00000116731	PRDM2
KAF7209561.1	G4P62_014263	ENSG00000116731	PRDM2
KAF7209562.1	G4P62_014264	ENSG00000162493	PDPN
KAF7209563.1	G4P62_014265	ENSG00000198815	FOXJ3
KAF7209564.1	G4P62_014266	ENSG00000177181	RIMKLA
KAF7209565.1	G4P62_014267	ENSG00000142227	EMP3
KAF7209566.1	G4P62_014268	ENSG00000186409	CCDC30
KAF7209567.1	G4P62_014268	ENSG00000186409	CCDC30
KAF7209568.1	G4P62_014268	ENSG00000186409	CCDC30
KAF7209569.1	G4P62_014268	ENSG00000186409	CCDC30
KAF7209570.1	G4P62_014269	ENSG00000160094	ZNF362
KAF7209571.1	G4P62_014269	ENSG00000160094	ZNF362
KAF7209572.1	G4P62_014270	ENSG00000215788	TNFRSF25
KAF7209573.1	G4P62_014271	ENSG00000215912	TTC34
KAF7209574.1	G4P62_014272	ENSG00000158578	ALAS2
KAF7209575.1	G4P62_014273	ENSG00000103257	SLC7A5
KAF7209576.1	G4P62_014274	ENSG00000124191	TOX2
KAF7209577.1	G4P62_014275	ENSG00000124116	WFDC3
KAF7209578.1	G4P62_014276	ENSG00000124155	PIGT
KAF7209579.1	G4P62_014276	ENSG00000124155	PIGT
KAF7209580.1	G4P62_014277	ENSG00000087495	PHACTR3
KAF7209581.1	G4P62_014277	ENSG00000087495	PHACTR3
KAF7209582.1	G4P62_014278	ENSG00000196074	SYCP2
KAF7209583.1	G4P62_014278	ENSG00000196074	SYCP2
KAF7209584.1	G4P62_014278	ENSG00000196074	SYCP2
KAF7209585.1	G4P62_014278	ENSG00000196074	SYCP2
KAF7209586.1	G4P62_014279	ENSG00000132825	PPP1R3D
KAF7209587.1	G4P62_014279	ENSG00000132825	PPP1R3D
KAF7209588.1	G4P62_014280	ENSG00000196227	FAM217B
KAF7209589.1	G4P62_014281	ENSG00000131044	TTLL9
KAF7209590.1	G4P62_014282	ENSG00000124205	EDN3
KAF7209591.1	G4P62_014282	ENSG00000124205	EDN3
KAF7209592.1	G4P62_014283	ENSG00000088367	EPB41L1
KAF7209593.1	G4P62_014283	ENSG00000088367	EPB41L1
KAF7209594.1	G4P62_014283	ENSG00000088367	EPB41L1
KAF7209595.1	G4P62_014283	ENSG00000088367	EPB41L1
KAF7209596.1	G4P62_014283	ENSG00000088367	EPB41L1
KAF7209597.1	G4P62_014283	ENSG00000088367	EPB41L1
KAF7209598.1	G4P62_014284	ENSG00000144619	CNTN4
KAF7209599.1	G4P62_014285	ENSG00000134121	CHL1
KAF7209600.1	G4P62_014285	ENSG00000134121	CHL1
KAF7209601.1	G4P62_014285	ENSG00000134121	CHL1
KAF7209602.1	G4P62_014285	ENSG00000134121	CHL1
KAF7209603.1	G4P62_014286	ENSG00000144619	CNTN4
KAF7209604.1	G4P62_014286	ENSG00000113805	CNTN3
KAF7209605.1	G4P62_014287	ENSG00000171824	EXOSC10
KAF7209606.1	G4P62_014288	ENSG00000116649	SRM
KAF7209607.1	G4P62_014289	ENSG00000157005	SST
KAF7209608.1	G4P62_014290	ENSG00000127241	MASP1
KAF7209609.1	G4P62_014291	ENSG00000160049	DFFA
KAF7209610.1	G4P62_014291	ENSG00000160049	DFFA
KAF7209611.1	G4P62_014292	ENSG00000142655	PEX14
KAF7209612.1	G4P62_014293	ENSG00000130940	CASZ1
KAF7209613.1	G4P62_014293	ENSG00000130940	CASZ1
KAF7209614.1	G4P62_014293	ENSG00000130940	CASZ1
KAF7209615.1	G4P62_014293	ENSG00000130940	CASZ1
KAF7209616.1	G4P62_014293	ENSG00000130940	CASZ1
KAF7209617.1	G4P62_014294	ENSG00000120948	TARDBP
KAF7209618.1	G4P62_014294	ENSG00000120948	TARDBP
KAF7209619.1	G4P62_014294	ENSG00000120948	TARDBP
KAF7209620.1	G4P62_014294	ENSG00000120948	TARDBP
KAF7209621.1	G4P62_014294	ENSG00000120948	TARDBP
KAF7209622.1	G4P62_014295	ENSG00000142657	PGD
KAF7209623.1	G4P62_014296	ENSG00000130294	KIF1A
KAF7209624.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209625.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209626.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209627.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209628.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209629.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209630.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209631.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209632.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209633.1	G4P62_014296	ENSG00000130294	KIF1A
KAF7209634.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209635.1	G4P62_014296	ENSG00000130294	KIF1A
KAF7209636.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209637.1	G4P62_014296	ENSG00000054523	KIF1B
KAF7209638.1	G4P62_014297	ENSG00000130939	UBE4B
KAF7209639.1	G4P62_014297	ENSG00000130939	UBE4B
KAF7209640.1	G4P62_014298	ENSG00000162444	RBP7
KAF7209641.1	G4P62_014299	ENSG00000173614	NMNAT1
KAF7209642.1	G4P62_014300	ENSG00000162441	LZIC
KAF7209643.1	G4P62_014300	ENSG00000162441	LZIC
KAF7209644.1	G4P62_014301	ENSG00000171603	CLSTN1
KAF7209645.1	G4P62_014302	ENSG00000178585	CTNNBIP1
KAF7209646.1	G4P62_014303	ENSG00000171608	PIK3CD
KAF7209647.1	G4P62_014304	ENSG00000188807	TMEM201
KAF7209648.1	G4P62_014304	ENSG00000188807	TMEM201
KAF7209649.1	G4P62_014305	ENSG00000183770	FOXL2
KAF7209650.1	G4P62_014306	ENSG00000114315	HES1
KAF7209651.1	G4P62_014306	ENSG00000114315	HES1
KAF7209652.1	G4P62_014307	ENSG00000187642	PERM1
KAF7209653.1	G4P62_014308	ENSG00000118496	FBXO30
KAF7209654.1	G4P62_014309	ENSG00000174796	THAP6
KAF7209655.1	G4P62_014309	ENSG00000174796	THAP6
KAF7209656.1	G4P62_014310	ENSG00000187583	PLEKHN1
KAF7209657.1	G4P62_014311	ENSG00000187961	KLHL17
KAF7209658.1	G4P62_014311	ENSG00000187961	KLHL17
KAF7209659.1	G4P62_014311	ENSG00000187961	KLHL17
KAF7209660.1	G4P62_014312	ENSG00000188976	NOC2L
